season,date,time,road_team_abbr,road_team,road_team_pts,home_team_abbr,home_team,home_team_pts,overtime_flg,game_attnd,playoff_gm
2000-01,2001-02-13,10:30p,PHX,Phoenix Suns,93,GSW,Golden State Warriors,83,,13414,0
2000-01,2001-02-13,7:30p,LAC,Los Angeles Clippers,99,MIA,Miami Heat,101,OT,16500,0
2000-01,2001-02-13,7:30p,LAL,Los Angeles Lakers,113,NJN,New Jersey Nets,110,OT,20049,0
2000-01,2001-02-13,8:00p,PHI,Philadelphia 76ers,107,MIL,Milwaukee Bucks,104,,18717,0
2000-01,2001-02-13,10:00p,BOS,Boston Celtics,98,VAN,Vancouver Grizzlies,99,,11735,0
2000-01,2001-02-13,8:00p,SAC,Sacramento Kings,97,UTA,Utah Jazz,94,OT,19485,0
2000-01,2001-02-13,8:30p,DAL,Dallas Mavericks,92,SAS,San Antonio Spurs,104,,17705,0
2000-01,2001-02-13,9:00p,NYK,New York Knicks,77,DEN,Denver Nuggets,96,,16813,0
2000-01,2001-02-14,9:00p,MIN,Minnesota Timberwolves,96,PHX,Phoenix Suns,104,,17747,0
2000-01,2001-02-14,7:30p,MIL,Milwaukee Bucks,102,ATL,Atlanta Hawks,98,,11653,0
2000-01,2001-02-14,8:00p,LAL,Los Angeles Lakers,97,PHI,Philadelphia 76ers,112,,21005,0
2000-01,2001-02-14,7:30p,LAC,Los Angeles Clippers,101,ORL,Orlando Magic,114,,13437,0
2000-01,2001-02-14,7:30p,NJN,New Jersey Nets,86,DET,Detroit Pistons,105,,11387,0
2000-01,2001-02-14,9:00p,NYK,New York Knicks,90,UTA,Utah Jazz,106,,19548,0
2000-01,2001-02-15,8:00p,MIA,Miami Heat,98,TOR,Toronto Raptors,91,OT,19800,0
2000-01,2001-02-15,10:00p,SAC,Sacramento Kings,81,POR,Portland Trail Blazers,105,,20471,0
2000-01,2001-02-15,7:00p,DET,Detroit Pistons,73,IND,Indiana Pacers,82,,18345,0
2000-01,2001-02-15,8:30p,CLE,Cleveland Cavaliers,81,DAL,Dallas Mavericks,102,,14265,0
2000-01,2001-02-15,10:00p,BOS,Boston Celtics,108,SEA,Seattle SuperSonics,88,,15387,0
2000-01,2001-02-15,10:00p,GSW,Golden State Warriors,89,VAN,Vancouver Grizzlies,99,,10612,0
2000-01,2001-02-15,8:30p,WAS,Washington Wizards,78,SAS,San Antonio Spurs,102,,14613,0
2000-01,2001-02-16,7:30p,NJN,New Jersey Nets,104,NYK,New York Knicks,114,,19763,0
2000-01,2001-02-16,7:00p,LAC,Los Angeles Clippers,93,PHI,Philadelphia 76ers,108,,20592,0
2000-01,2001-02-16,10:30p,VAN,Vancouver Grizzlies,92,GSW,Golden State Warriors,79,,13173,0
2000-01,2001-02-16,7:30p,HOU,Houston Rockets,93,ORL,Orlando Magic,108,,15465,0
2000-01,2001-02-16,10:30p,DEN,Denver Nuggets,84,SAC,Sacramento Kings,117,,17317,0
2000-01,2001-02-16,7:30p,LAL,Los Angeles Lakers,99,CHA,Charlotte Hornets,94,,19925,0
2000-01,2001-02-16,8:00p,SAS,San Antonio Spurs,91,MIN,Minnesota Timberwolves,85,,18881,0
2000-01,2001-02-17,10:00p,BOS,Boston Celtics,85,POR,Portland Trail Blazers,81,,20580,0
2000-01,2001-02-17,8:30p,WAS,Washington Wizards,105,DAL,Dallas Mavericks,112,,18187,0
2000-01,2001-02-17,8:30p,MIA,Miami Heat,82,CHI,Chicago Bulls,89,,21876,0
2000-01,2001-02-17,8:30p,CLE,Cleveland Cavaliers,80,HOU,Houston Rockets,92,,12706,0
2000-01,2001-02-17,8:30p,CHA,Charlotte Hornets,103,MIL,Milwaukee Bucks,93,,18717,0
2000-01,2001-02-17,10:00p,ATL,Atlanta Hawks,101,SEA,Seattle SuperSonics,94,,16126,0
2000-01,2001-02-18,12:30p,SAS,San Antonio Spurs,92,TOR,Toronto Raptors,74,,19800,0
2000-01,2001-02-18,5:30p,LAL,Los Angeles Lakers,109,IND,Indiana Pacers,110,,18345,0
2000-01,2001-02-18,12:30p,PHX,Phoenix Suns,98,PHI,Philadelphia 76ers,104,,20781,0
2000-01,2001-02-18,9:00p,ATL,Atlanta Hawks,98,GSW,Golden State Warriors,91,,12341,0
2000-01,2001-02-18,7:30p,NYK,New York Knicks,88,ORL,Orlando Magic,96,,17248,0
2000-01,2001-02-18,1:00p,LAC,Los Angeles Clippers,96,NJN,New Jersey Nets,102,OT,14623,0
2000-01,2001-02-18,3:00p,UTA,Utah Jazz,94,SAC,Sacramento Kings,90,,17317,0
2000-01,2001-02-18,9:00p,WAS,Washington Wizards,101,DEN,Denver Nuggets,98,,15961,0
2000-01,2001-02-18,3:30p,VAN,Vancouver Grizzlies,110,MIN,Minnesota Timberwolves,102,,18693,0
2000-01,2001-02-19,7:30p,CHI,Chicago Bulls,84,CLE,Cleveland Cavaliers,85,,14614,0
2000-01,2001-02-19,7:30p,LAC,Los Angeles Clippers,111,DET,Detroit Pistons,106,OT,11858,0
2000-01,2001-02-19,8:00p,SAS,San Antonio Spurs,98,MIL,Milwaukee Bucks,102,,16487,0
2000-01,2001-02-19,9:00p,BOS,Boston Celtics,99,UTA,Utah Jazz,114,,19448,0
2000-01,2001-02-20,6:00p,GSW,Golden State Warriors,102,TOR,Toronto Raptors,113,,18119,0
2000-01,2001-02-20,10:00p,DEN,Denver Nuggets,94,POR,Portland Trail Blazers,104,,19980,0
2000-01,2001-02-20,8:30p,LAL,Los Angeles Lakers,119,DAL,Dallas Mavericks,109,,18287,0
2000-01,2001-02-20,8:30p,MIL,Milwaukee Bucks,101,CHI,Chicago Bulls,92,,21558,0
2000-01,2001-02-20,8:00p,MIA,Miami Heat,74,NYK,New York Knicks,76,,19763,0
2000-01,2001-02-20,8:30p,BOS,Boston Celtics,84,HOU,Houston Rockets,101,,11617,0
2000-01,2001-02-20,7:30p,PHX,Phoenix Suns,110,ORL,Orlando Magic,104,,13968,0
2000-01,2001-02-20,10:30p,ATL,Atlanta Hawks,80,SAC,Sacramento Kings,94,,17317,0
2000-01,2001-02-20,7:00p,VAN,Vancouver Grizzlies,116,WAS,Washington Wizards,104,,12240,0
2000-01,2001-02-21,7:30p,LAC,Los Angeles Clippers,100,CLE,Cleveland Cavaliers,94,,11231,0
2000-01,2001-02-21,7:00p,VAN,Vancouver Grizzlies,91,PHI,Philadelphia 76ers,107,,17944,0
2000-01,2001-02-21,7:30p,PHX,Phoenix Suns,100,MIA,Miami Heat,85,,16500,0
2000-01,2001-02-21,7:30p,TOR,Toronto Raptors,111,NJN,New Jersey Nets,113,,15475,0
2000-01,2001-02-21,7:30p,NYK,New York Knicks,85,DET,Detroit Pistons,90,,15129,0
2000-01,2001-02-21,10:00p,DEN,Denver Nuggets,98,SEA,Seattle SuperSonics,127,,13040,0
2000-01,2001-02-21,8:00p,LAL,Los Angeles Lakers,101,SAS,San Antonio Spurs,99,,29849,0
2000-01,2001-02-21,8:00p,HOU,Houston Rockets,89,MIN,Minnesota Timberwolves,83,,16541,0
2000-01,2001-02-22,8:00p,UTA,Utah Jazz,90,POR,Portland Trail Blazers,84,,20312,0
2000-01,2001-02-22,8:30p,BOS,Boston Celtics,91,DAL,Dallas Mavericks,98,,17470,0
2000-01,2001-02-22,8:30p,LAC,Los Angeles Clippers,93,CHI,Chicago Bulls,80,,21959,0
2000-01,2001-02-22,7:30p,GSW,Golden State Warriors,91,CHA,Charlotte Hornets,93,,15237,0
2000-01,2001-02-22,7:00p,SAC,Sacramento Kings,115,WAS,Washington Wizards,110,,19911,0
2000-01,2001-02-23,7:30p,IND,Indiana Pacers,92,CLE,Cleveland Cavaliers,90,,19360,0
2000-01,2001-02-23,7:00p,SAC,Sacramento Kings,119,TOR,Toronto Raptors,118,3OT,19800,0
2000-01,2001-02-23,7:30p,PHX,Phoenix Suns,88,NYK,New York Knicks,84,OT,19763,0
2000-01,2001-02-23,8:30p,ORL,Orlando Magic,95,HOU,Houston Rockets,105,,13546,0
2000-01,2001-02-23,8:00p,PHI,Philadelphia 76ers,99,DET,Detroit Pistons,78,,22076,0
2000-01,2001-02-23,8:30p,VAN,Vancouver Grizzlies,81,MIL,Milwaukee Bucks,93,,17682,0
2000-01,2001-02-23,10:30p,ATL,Atlanta Hawks,106,LAL,Los Angeles Lakers,113,,18997,0
2000-01,2001-02-23,10:00p,UTA,Utah Jazz,96,SEA,Seattle SuperSonics,84,,17072,0
2000-01,2001-02-23,8:30p,BOS,Boston Celtics,82,SAS,San Antonio Spurs,100,,24996,0
2000-01,2001-02-23,8:00p,GSW,Golden State Warriors,83,MIN,Minnesota Timberwolves,122,,19006,0
2000-01,2001-02-24,8:30p,SAS,San Antonio Spurs,107,DAL,Dallas Mavericks,104,,18187,0
2000-01,2001-02-24,8:30p,VAN,Vancouver Grizzlies,75,CHI,Chicago Bulls,90,,21496,0
2000-01,2001-02-24,7:30p,NJN,New Jersey Nets,70,MIA,Miami Heat,75,,16500,0
2000-01,2001-02-24,7:30p,PHI,Philadelphia 76ers,85,CHA,Charlotte Hornets,86,,19925,0
2000-01,2001-02-24,10:30p,POR,Portland Trail Blazers,120,LAC,Los Angeles Clippers,123,2OT,20001,0
2000-01,2001-02-24,7:00p,TOR,Toronto Raptors,106,WAS,Washington Wizards,99,,20674,0
2000-01,2001-02-24,9:00p,ATL,Atlanta Hawks,82,DEN,Denver Nuggets,85,,18977,0
2000-01,2001-02-25,3:00p,UTA,Utah Jazz,80,PHX,Phoenix Suns,90,,18846,0
2000-01,2001-02-25,3:00p,MIN,Minnesota Timberwolves,100,IND,Indiana Pacers,110,,18345,0
2000-01,2001-02-25,12:30p,SAC,Sacramento Kings,86,NYK,New York Knicks,88,,19763,0
2000-01,2001-02-25,8:00p,WAS,Washington Wizards,91,NJN,New Jersey Nets,101,,12516,0
2000-01,2001-02-25,8:00p,CLE,Cleveland Cavaliers,101,DET,Detroit Pistons,94,,12144,0
2000-01,2001-02-25,5:30p,GSW,Golden State Warriors,95,MIL,Milwaukee Bucks,122,,18411,0
2000-01,2001-02-25,5:30p,ORL,Orlando Magic,100,LAL,Los Angeles Lakers,106,,18997,0
2000-01,2001-02-26,8:30p,GSW,Golden State Warriors,84,CHI,Chicago Bulls,78,,20024,0
2000-01,2001-02-26,7:00p,MIL,Milwaukee Bucks,98,PHI,Philadelphia 76ers,91,,20324,0
2000-01,2001-02-26,8:30p,POR,Portland Trail Blazers,95,HOU,Houston Rockets,89,,13302,0
2000-01,2001-02-26,7:00p,IND,Indiana Pacers,72,CHA,Charlotte Hornets,82,,13001,0
2000-01,2001-02-26,10:30p,DAL,Dallas Mavericks,103,LAC,Los Angeles Clippers,92,,13521,0
2000-01,2001-02-26,9:00p,ATL,Atlanta Hawks,82,UTA,Utah Jazz,99,,19784,0
2000-01,2001-02-26,9:00p,ORL,Orlando Magic,93,DEN,Denver Nuggets,86,,13288,0
2000-01,2001-02-26,7:00p,SEA,Seattle SuperSonics,82,BOS,Boston Celtics,85,,15460,0
2000-01,2001-02-27,7:00p,CLE,Cleveland Cavaliers,89,TOR,Toronto Raptors,101,,17202,0
2000-01,2001-02-27,8:00p,SEA,Seattle SuperSonics,92,NYK,New York Knicks,101,,19763,0
2000-01,2001-02-27,7:30p,WAS,Washington Wizards,95,MIA,Miami Heat,103,,15623,0
2000-01,2001-02-27,10:30p,LAC,Los Angeles Clippers,93,SAC,Sacramento Kings,106,OT,17317,0
2000-01,2001-02-27,10:00p,DAL,Dallas Mavericks,116,VAN,Vancouver Grizzlies,112,,12977,0
2000-01,2001-02-27,8:30p,POR,Portland Trail Blazers,95,SAS,San Antonio Spurs,87,,20323,0
2000-01,2001-02-28,10:30p,ORL,Orlando Magic,97,PHX,Phoenix Suns,91,,17441,0
2000-01,2001-02-28,7:00p,MIL,Milwaukee Bucks,86,IND,Indiana Pacers,99,,17259,0
2000-01,2001-02-28,7:30p,TOR,Toronto Raptors,95,ATL,Atlanta Hawks,88,,14159,0
2000-01,2001-02-28,8:30p,HOU,Houston Rockets,95,CHI,Chicago Bulls,78,,20890,0
2000-01,2001-02-28,8:00p,MIA,Miami Heat,69,PHI,Philadelphia 76ers,79,,20562,0
2000-01,2001-02-28,10:30p,SAC,Sacramento Kings,122,GSW,Golden State Warriors,101,,19107,0
2000-01,2001-02-28,7:30p,NJN,New Jersey Nets,88,CHA,Charlotte Hornets,91,,12802,0
2000-01,2001-02-28,9:00p,VAN,Vancouver Grizzlies,83,UTA,Utah Jazz,101,,19452,0
2000-01,2001-02-28,10:30p,LAL,Los Angeles Lakers,101,DEN,Denver Nuggets,107,,19566,0
2000-01,2001-02-28,8:00p,DET,Detroit Pistons,100,MIN,Minnesota Timberwolves,111,,16273,0
2000-01,2001-03-01,7:30p,SEA,Seattle SuperSonics,101,CLE,Cleveland Cavaliers,99,OT,11937,0
2000-01,2001-03-01,8:00p,HOU,Houston Rockets,108,MIL,Milwaukee Bucks,91,,15426,0
2000-01,2001-03-01,7:30p,BOS,Boston Celtics,88,NYK,New York Knicks,95,,19763,0
2000-01,2001-03-01,10:00p,LAC,Los Angeles Clippers,81,POR,Portland Trail Blazers,94,,20352,0
2000-01,2001-03-01,8:00p,PHX,Phoenix Suns,71,SAS,San Antonio Spurs,91,,16209,0
2000-01,2001-03-02,7:00p,SEA,Seattle SuperSonics,86,IND,Indiana Pacers,83,,18345,0
2000-01,2001-03-02,8:30p,NYK,New York Knicks,72,CHI,Chicago Bulls,81,,21779,0
2000-01,2001-03-02,7:30p,CHA,Charlotte Hornets,105,ATL,Atlanta Hawks,99,,14133,0
2000-01,2001-03-02,10:30p,SAC,Sacramento Kings,81,LAC,Los Angeles Clippers,88,,19415,0
2000-01,2001-03-02,9:00p,MIN,Minnesota Timberwolves,89,DEN,Denver Nuggets,71,,17844,0
2000-01,2001-03-02,7:30p,UTA,Utah Jazz,99,BOS,Boston Celtics,103,,18624,0
2000-01,2001-03-02,7:30p,NJN,New Jersey Nets,90,TOR,Toronto Raptors,107,,19800,0
2000-01,2001-03-02,7:30p,CLE,Cleveland Cavaliers,94,ORL,Orlando Magic,120,,14768,0
2000-01,2001-03-02,8:00p,MIA,Miami Heat,97,DET,Detroit Pistons,93,OT,15454,0
2000-01,2001-03-02,7:00p,WAS,Washington Wizards,102,PHI,Philadelphia 76ers,107,,20257,0
2000-01,2001-03-03,8:30p,CHI,Chicago Bulls,122,MIL,Milwaukee Bucks,126,2OT,18717,0
2000-01,2001-03-03,8:30p,HOU,Houston Rockets,95,DAL,Dallas Mavericks,100,,18187,0
2000-01,2001-03-03,9:00p,DEN,Denver Nuggets,82,PHX,Phoenix Suns,97,,18889,0
2000-01,2001-03-03,10:00p,GSW,Golden State Warriors,91,POR,Portland Trail Blazers,122,,20465,0
2000-01,2001-03-03,8:30p,ATL,Atlanta Hawks,95,SAS,San Antonio Spurs,124,,29974,0
2000-01,2001-03-03,3:30p,LAL,Los Angeles Lakers,98,VAN,Vancouver Grizzlies,88,,19193,0
2000-01,2001-03-04,7:30p,MIA,Miami Heat,91,CLE,Cleveland Cavaliers,79,,14078,0
2000-01,2001-03-04,3:00p,NJN,New Jersey Nets,120,IND,Indiana Pacers,96,,18345,0
2000-01,2001-03-04,3:30p,SEA,Seattle SuperSonics,111,MIN,Minnesota Timberwolves,119,OT,19006,0
2000-01,2001-03-04,9:30p,GSW,Golden State Warriors,95,LAL,Los Angeles Lakers,110,,18997,0
2000-01,2001-03-04,3:00p,UTA,Utah Jazz,118,WAS,Washington Wizards,98,,17427,0
2000-01,2001-03-04,3:00p,CHA,Charlotte Hornets,116,BOS,Boston Celtics,97,,17146,0
2000-01,2001-03-04,12:30p,NYK,New York Knicks,88,TOR,Toronto Raptors,98,,19800,0
2000-01,2001-03-04,12:30p,ORL,Orlando Magic,84,DET,Detroit Pistons,93,,14380,0
2000-01,2001-03-05,7:30p,UTA,Utah Jazz,109,ATL,Atlanta Hawks,102,,10841,0
2000-01,2001-03-05,10:30p,DEN,Denver Nuggets,86,LAC,Los Angeles Clippers,99,,12068,0
2000-01,2001-03-05,7:30p,MIL,Milwaukee Bucks,107,NJN,New Jersey Nets,100,,3216,0
2000-01,2001-03-05,10:00p,SAS,San Antonio Spurs,91,VAN,Vancouver Grizzlies,77,,10798,0
2000-01,2001-03-05,7:30p,DET,Detroit Pistons,84,MIA,Miami Heat,87,,15812,0
2000-01,2001-03-05,7:30p,DAL,Dallas Mavericks,81,ORL,Orlando Magic,95,,13636,0
2000-01,2001-03-06,8:30p,CLE,Cleveland Cavaliers,74,CHI,Chicago Bulls,87,,20903,0
2000-01,2001-03-06,10:30p,LAL,Los Angeles Lakers,97,GSW,Golden State Warriors,85,,20181,0
2000-01,2001-03-06,9:00p,TOR,Toronto Raptors,91,SAC,Sacramento Kings,98,,17317,0
2000-01,2001-03-06,10:00p,SAS,San Antonio Spurs,101,SEA,Seattle SuperSonics,73,,14392,0
2000-01,2001-03-06,8:00p,IND,Indiana Pacers,83,NYK,New York Knicks,97,,19763,0
2000-01,2001-03-06,9:00p,PHX,Phoenix Suns,93,DEN,Denver Nuggets,82,,15763,0
2000-01,2001-03-06,10:00p,VAN,Vancouver Grizzlies,105,POR,Portland Trail Blazers,97,,20580,0
2000-01,2001-03-06,7:00p,MIN,Minnesota Timberwolves,95,CHA,Charlotte Hornets,89,,12630,0
2000-01,2001-03-07,7:30p,WAS,Washington Wizards,88,CLE,Cleveland Cavaliers,83,,11742,0
2000-01,2001-03-07,7:00p,NYK,New York Knicks,79,IND,Indiana Pacers,75,,18345,0
2000-01,2001-03-07,9:00p,SEA,Seattle SuperSonics,82,UTA,Utah Jazz,86,,19819,0
2000-01,2001-03-07,10:30p,TOR,Toronto Raptors,85,LAL,Los Angeles Lakers,97,,18997,0
2000-01,2001-03-07,7:30p,HOU,Houston Rockets,104,ATL,Atlanta Hawks,98,,15937,0
2000-01,2001-03-07,8:00p,SAC,Sacramento Kings,100,PHX,Phoenix Suns,89,,19023,0
2000-01,2001-03-07,7:00p,MIL,Milwaukee Bucks,101,BOS,Boston Celtics,94,,14818,0
2000-01,2001-03-07,7:30p,DAL,Dallas Mavericks,93,MIA,Miami Heat,86,,15864,0
2000-01,2001-03-07,7:30p,DET,Detroit Pistons,102,ORL,Orlando Magic,112,,13791,0
2000-01,2001-03-07,7:00p,NJN,New Jersey Nets,94,PHI,Philadelphia 76ers,102,,19930,0
2000-01,2001-03-08,8:00p,SAS,San Antonio Spurs,93,POR,Portland Trail Blazers,79,,20267,0
2000-01,2001-03-08,8:30p,LAC,Los Angeles Clippers,87,HOU,Houston Rockets,99,,11582,0
2000-01,2001-03-08,7:30p,ORL,Orlando Magic,84,CHA,Charlotte Hornets,97,,15927,0
2000-01,2001-03-09,7:00p,CLE,Cleveland Cavaliers,84,IND,Indiana Pacers,99,,17502,0
2000-01,2001-03-09,9:00p,PHX,Phoenix Suns,95,UTA,Utah Jazz,107,,19911,0
2000-01,2001-03-09,10:30p,SAS,San Antonio Spurs,93,LAL,Los Angeles Lakers,89,OT,18997,0
2000-01,2001-03-09,8:30p,GSW,Golden State Warriors,73,DAL,Dallas Mavericks,102,,18187,0
2000-01,2001-03-09,10:30p,DEN,Denver Nuggets,104,SAC,Sacramento Kings,110,,17317,0
2000-01,2001-03-09,10:00p,TOR,Toronto Raptors,110,SEA,Seattle SuperSonics,99,,17072,0
2000-01,2001-03-09,7:30p,NYK,New York Knicks,83,NJN,New Jersey Nets,96,,20049,0
2000-01,2001-03-09,7:30p,WAS,Washington Wizards,72,BOS,Boston Celtics,104,,14401,0
2000-01,2001-03-09,10:00p,POR,Portland Trail Blazers,85,VAN,Vancouver Grizzlies,95,,15512,0
2000-01,2001-03-09,7:30p,MIN,Minnesota Timberwolves,79,MIA,Miami Heat,86,,16500,0
2000-01,2001-03-09,8:00p,CHI,Chicago Bulls,75,DET,Detroit Pistons,108,,16765,0
2000-01,2001-03-09,7:00p,ATL,Atlanta Hawks,103,PHI,Philadelphia 76ers,108,,20672,0
2000-01,2001-03-10,7:30p,CHI,Chicago Bulls,90,ATL,Atlanta Hawks,93,,15488,0
2000-01,2001-03-10,7:00p,NJN,New Jersey Nets,101,WAS,Washington Wizards,107,,17857,0
2000-01,2001-03-10,8:30p,GSW,Golden State Warriors,81,HOU,Houston Rockets,86,,12215,0
2000-01,2001-03-10,7:30p,MIL,Milwaukee Bucks,90,CHA,Charlotte Hornets,100,,18472,0
2000-01,2001-03-10,7:30p,MIN,Minnesota Timberwolves,93,ORL,Orlando Magic,105,,17248,0
2000-01,2001-03-11,7:30p,MIL,Milwaukee Bucks,110,CLE,Cleveland Cavaliers,124,,13235,0
2000-01,2001-03-11,9:30p,SEA,Seattle SuperSonics,109,LAL,Los Angeles Lakers,97,OT,18997,0
2000-01,2001-03-11,8:30p,LAC,Los Angeles Clippers,93,DAL,Dallas Mavericks,111,,18187,0
2000-01,2001-03-11,8:00p,HOU,Houston Rockets,92,PHX,Phoenix Suns,94,,19023,0
2000-01,2001-03-11,5:30p,UTA,Utah Jazz,90,SAC,Sacramento Kings,105,,17317,0
2000-01,2001-03-11,12:30p,MIA,Miami Heat,83,NYK,New York Knicks,86,,19763,0
2000-01,2001-03-11,3:00p,PHI,Philadelphia 76ers,97,BOS,Boston Celtics,91,,18624,0
2000-01,2001-03-11,3:30p,TOR,Toronto Raptors,101,VAN,Vancouver Grizzlies,84,,19193,0
2000-01,2001-03-11,7:00p,IND,Indiana Pacers,78,DET,Detroit Pistons,95,,13926,0
2000-01,2001-03-12,8:00p,MIA,Miami Heat,77,MIN,Minnesota Timberwolves,94,,17882,0
2000-01,2001-03-12,10:30p,DEN,Denver Nuggets,84,GSW,Golden State Warriors,79,,10274,0
2000-01,2001-03-12,8:30p,LAC,Los Angeles Clippers,81,SAS,San Antonio Spurs,99,,21974,0
2000-01,2001-03-12,7:00p,CHI,Chicago Bulls,94,CHA,Charlotte Hornets,102,,17364,0
2000-01,2001-03-13,10:30p,BOS,Boston Celtics,107,LAL,Los Angeles Lakers,112,,18997,0
2000-01,2001-03-13,8:30p,NJN,New Jersey Nets,98,DAL,Dallas Mavericks,122,,15934,0
2000-01,2001-03-13,7:30p,VAN,Vancouver Grizzlies,99,ATL,Atlanta Hawks,109,,9664,0
2000-01,2001-03-13,10:00p,POR,Portland Trail Blazers,90,SEA,Seattle SuperSonics,99,,17072,0
2000-01,2001-03-13,7:30p,CLE,Cleveland Cavaliers,79,NYK,New York Knicks,98,,19763,0
2000-01,2001-03-13,8:30p,IND,Indiana Pacers,118,HOU,Houston Rockets,127,3OT,13097,0
2000-01,2001-03-13,7:00p,MIL,Milwaukee Bucks,101,TOR,Toronto Raptors,97,,19800,0
2000-01,2001-03-13,8:00p,SAC,Sacramento Kings,114,ORL,Orlando Magic,108,OT,16157,0
2000-01,2001-03-14,7:30p,ORL,Orlando Magic,97,CLE,Cleveland Cavaliers,87,,12943,0
2000-01,2001-03-14,8:30p,PHI,Philadelphia 76ers,85,CHI,Chicago Bulls,67,,22835,0
2000-01,2001-03-14,10:30p,UTA,Utah Jazz,102,GSW,Golden State Warriors,83,,16186,0
2000-01,2001-03-14,7:00p,DET,Detroit Pistons,96,WAS,Washington Wizards,103,,13822,0
2000-01,2001-03-14,9:00p,IND,Indiana Pacers,83,DEN,Denver Nuggets,95,,14313,0
2000-01,2001-03-14,10:00p,PHX,Phoenix Suns,84,POR,Portland Trail Blazers,79,,19980,0
2000-01,2001-03-14,8:00p,MIN,Minnesota Timberwolves,100,SAS,San Antonio Spurs,106,OT,35676,0
2000-01,2001-03-14,7:30p,VAN,Vancouver Grizzlies,95,CHA,Charlotte Hornets,100,,16018,0
2000-01,2001-03-14,7:30p,SAC,Sacramento Kings,104,MIA,Miami Heat,114,,19600,0
2000-01,2001-03-15,8:00p,SEA,Seattle SuperSonics,108,MIL,Milwaukee Bucks,102,,16112,0
2000-01,2001-03-15,8:30p,MIN,Minnesota Timberwolves,83,DAL,Dallas Mavericks,103,,17472,0
2000-01,2001-03-15,9:00p,BOS,Boston Celtics,105,PHX,Phoenix Suns,101,,18084,0
2000-01,2001-03-15,7:30p,TOR,Toronto Raptors,72,NYK,New York Knicks,88,,19763,0
2000-01,2001-03-15,8:30p,NJN,New Jersey Nets,106,HOU,Houston Rockets,108,,11928,0
2000-01,2001-03-15,7:30p,LAL,Los Angeles Lakers,125,DET,Detroit Pistons,119,OT,22076,0
2000-01,2001-03-16,7:30p,CHA,Charlotte Hornets,109,CLE,Cleveland Cavaliers,114,,16827,0
2000-01,2001-03-16,7:00p,ATL,Atlanta Hawks,97,IND,Indiana Pacers,103,,18345,0
2000-01,2001-03-16,8:30p,SEA,Seattle SuperSonics,90,CHI,Chicago Bulls,80,,21970,0
2000-01,2001-03-16,10:30p,GSW,Golden State Warriors,76,LAC,Los Angeles Clippers,94,,15860,0
2000-01,2001-03-16,7:00p,LAL,Los Angeles Lakers,101,WAS,Washington Wizards,89,,20674,0
2000-01,2001-03-16,9:00p,BOS,Boston Celtics,87,DEN,Denver Nuggets,83,,16406,0
2000-01,2001-03-16,10:00p,UTA,Utah Jazz,87,POR,Portland Trail Blazers,90,,20580,0
2000-01,2001-03-16,8:30p,NJN,New Jersey Nets,86,SAS,San Antonio Spurs,95,,21726,0
2000-01,2001-03-16,7:30p,VAN,Vancouver Grizzlies,99,ORL,Orlando Magic,103,,15278,0
2000-01,2001-03-16,7:00p,SAC,Sacramento Kings,100,PHI,Philadelphia 76ers,79,,20866,0
2000-01,2001-03-17,8:30p,PHI,Philadelphia 76ers,78,MIL,Milwaukee Bucks,87,,18717,0
2000-01,2001-03-17,8:30p,PHX,Phoenix Suns,99,DAL,Dallas Mavericks,109,,18187,0
2000-01,2001-03-17,7:30p,DET,Detroit Pistons,106,ATL,Atlanta Hawks,90,,14453,0
2000-01,2001-03-17,7:30p,CHI,Chicago Bulls,80,NYK,New York Knicks,101,,19763,0
2000-01,2001-03-17,8:30p,SAS,San Antonio Spurs,99,HOU,Houston Rockets,103,,16285,0
2000-01,2001-03-17,7:30p,WAS,Washington Wizards,93,CHA,Charlotte Hornets,95,,16502,0
2000-01,2001-03-17,7:30p,VAN,Vancouver Grizzlies,81,MIA,Miami Heat,95,,16500,0
2000-01,2001-03-18,3:00p,SAC,Sacramento Kings,95,IND,Indiana Pacers,101,,18345,0
2000-01,2001-03-18,3:30p,CLE,Cleveland Cavaliers,76,MIN,Minnesota Timberwolves,91,,18718,0
2000-01,2001-03-18,9:00p,SEA,Seattle SuperSonics,104,GSW,Golden State Warriors,99,,13352,0
2000-01,2001-03-18,9:00p,UTA,Utah Jazz,111,LAC,Los Angeles Clippers,96,,19292,0
2000-01,2001-03-18,10:00p,NJN,New Jersey Nets,84,DEN,Denver Nuggets,98,,14861,0
2000-01,2001-03-18,12:00p,LAL,Los Angeles Lakers,95,ORL,Orlando Magic,90,,17248,0
2000-01,2001-03-18,7:00p,MIL,Milwaukee Bucks,100,DET,Detroit Pistons,96,,12953,0
2000-01,2001-03-19,7:30p,LAL,Los Angeles Lakers,106,ATL,Atlanta Hawks,108,,19707,0
2000-01,2001-03-19,10:00p,PHI,Philadelphia 76ers,89,SEA,Seattle SuperSonics,93,,17072,0
2000-01,2001-03-19,8:30p,POR,Portland Trail Blazers,85,SAS,San Antonio Spurs,98,,22393,0
2000-01,2001-03-20,7:30p,NYK,New York Knicks,110,CLE,Cleveland Cavaliers,75,,16527,0
2000-01,2001-03-20,9:00p,DET,Detroit Pistons,79,UTA,Utah Jazz,84,,18890,0
2000-01,2001-03-20,8:30p,ORL,Orlando Magic,103,CHI,Chicago Bulls,95,,21768,0
2000-01,2001-03-20,8:30p,POR,Portland Trail Blazers,96,DAL,Dallas Mavericks,88,,18187,0
