season,date,time,road_team_abbr,road_team,road_team_pts,home_team_abbr,home_team,home_team_pts,overtime_flg,game_attnd,playoff_gm
2010-11,2011-01-05,7:00p,CHI,Chicago Bulls,94,NJN,New Jersey Nets,96,,15025,0
2010-11,2011-01-05,7:30p,SAS,San Antonio Spurs,103,BOS,Boston Celtics,105,,18624,0
2010-11,2011-01-05,7:00p,MIL,Milwaukee Bucks,87,ORL,Orlando Magic,97,,18846,0
2010-11,2011-01-05,8:00p,GSW,Golden State Warriors,110,NOL,New Orleans Hornets,103,,13532,0
2010-11,2011-01-05,10:30p,DEN,Denver Nuggets,93,LAC,Los Angeles Clippers,106,,17540,0
2010-11,2011-01-05,7:00p,TOR,Toronto Raptors,120,CLE,Cleveland Cavaliers,105,,20562,0
2010-11,2011-01-05,8:00p,CHA,Charlotte Bobcats,108,MIN,Minnesota Timberwolves,105,OT,14881,0
2010-11,2011-01-05,8:30p,POR,Portland Trail Blazers,103,HOU,Houston Rockets,100,,14125,0
2010-11,2011-01-05,7:00p,WAS,Washington Wizards,97,PHI,Philadelphia 76ers,109,,12434,0
2010-11,2011-01-06,8:00p,OKC,Oklahoma City Thunder,99,DAL,Dallas Mavericks,95,,20282,0
2010-11,2011-01-06,10:30p,DEN,Denver Nuggets,102,SAC,Sacramento Kings,122,,13184,0
2010-11,2011-01-07,10:30p,CLE,Cleveland Cavaliers,98,GSW,Golden State Warriors,116,,18858,0
2010-11,2011-01-07,10:30p,NYK,New York Knicks,121,PHX,Phoenix Suns,96,,17621,0
2010-11,2011-01-07,10:30p,NOL,New Orleans Hornets,97,LAL,Los Angeles Lakers,101,,18997,0
2010-11,2011-01-07,7:30p,TOR,Toronto Raptors,102,BOS,Boston Celtics,122,,18624,0
2010-11,2011-01-07,8:00p,HOU,Houston Rockets,95,ORL,Orlando Magic,110,,19107,0
2010-11,2011-01-07,7:00p,NJN,New Jersey Nets,77,WAS,Washington Wizards,97,,16017,0
2010-11,2011-01-07,8:30p,MIA,Miami Heat,101,MIL,Milwaukee Bucks,95,OT,18717,0
2010-11,2011-01-07,7:00p,SAS,San Antonio Spurs,90,IND,Indiana Pacers,87,,14157,0
2010-11,2011-01-07,8:00p,UTA,Utah Jazz,99,MEM,Memphis Grizzlies,110,,14781,0
2010-11,2011-01-07,8:00p,POR,Portland Trail Blazers,108,MIN,Minnesota Timberwolves,98,,12213,0
2010-11,2011-01-07,7:00p,CHI,Chicago Bulls,99,PHI,Philadelphia 76ers,105,,15303,0
2010-11,2011-01-08,8:00p,BOS,Boston Celtics,79,CHI,Chicago Bulls,90,,22663,0
2010-11,2011-01-08,7:00p,MIL,Milwaukee Bucks,115,NJN,New Jersey Nets,92,,12898,0
2010-11,2011-01-08,7:30p,PHI,Philadelphia 76ers,109,DET,Detroit Pistons,112,OT,20038,0
2010-11,2011-01-08,7:00p,IND,Indiana Pacers,93,ATL,Atlanta Hawks,108,,13547,0
2010-11,2011-01-08,8:30p,ORL,Orlando Magic,117,DAL,Dallas Mavericks,107,,20178,0
2010-11,2011-01-08,8:30p,UTA,Utah Jazz,103,HOU,Houston Rockets,99,OT,16113,0
2010-11,2011-01-08,8:00p,MEM,Memphis Grizzlies,100,OKC,Oklahoma City Thunder,109,,18203,0
2010-11,2011-01-08,7:00p,WAS,Washington Wizards,89,CHA,Charlotte Bobcats,104,,16038,0
2010-11,2011-01-09,8:00p,CLE,Cleveland Cavaliers,100,PHX,Phoenix Suns,108,,17031,0
2010-11,2011-01-09,9:30p,NYK,New York Knicks,87,LAL,Los Angeles Lakers,109,,18997,0
2010-11,2011-01-09,9:00p,NOL,New Orleans Hornets,96,DEN,Denver Nuggets,87,,16283,0
2010-11,2011-01-09,1:00p,SAC,Sacramento Kings,112,TOR,Toronto Raptors,118,,17206,0
2010-11,2011-01-09,9:00p,MIA,Miami Heat,107,POR,Portland Trail Blazers,100,OT,20636,0
2010-11,2011-01-09,3:30p,GSW,Golden State Warriors,91,LAC,Los Angeles Clippers,105,,17696,0
2010-11,2011-01-09,7:00p,MIN,Minnesota Timberwolves,91,SAS,San Antonio Spurs,94,,18581,0
2010-11,2011-01-10,8:00p,DET,Detroit Pistons,82,CHI,Chicago Bulls,95,,21407,0
2010-11,2011-01-10,7:30p,HOU,Houston Rockets,108,BOS,Boston Celtics,102,,18624,0
2010-11,2011-01-10,7:00p,MEM,Memphis Grizzlies,82,CHA,Charlotte Bobcats,96,,10188,0
2010-11,2011-01-11,10:30p,CLE,Cleveland Cavaliers,57,LAL,Los Angeles Lakers,112,,18997,0
2010-11,2011-01-11,9:00p,PHX,Phoenix Suns,98,DEN,Denver Nuggets,132,,14874,0
2010-11,2011-01-11,7:00p,SAC,Sacramento Kings,133,WAS,Washington Wizards,136,OT,16226,0
2010-11,2011-01-11,10:00p,NYK,New York Knicks,100,POR,Portland Trail Blazers,86,,20604,0
2010-11,2011-01-11,8:00p,SAS,San Antonio Spurs,107,MIN,Minnesota Timberwolves,96,,11209,0
2010-11,2011-01-11,7:00p,IND,Indiana Pacers,111,PHI,Philadelphia 76ers,103,,10890,0
2010-11,2011-01-12,10:30p,LAL,Los Angeles Lakers,115,GSW,Golden State Warriors,110,,19596,0
2010-11,2011-01-12,9:00p,NJN,New Jersey Nets,109,PHX,Phoenix Suns,118,OT,16334,0
2010-11,2011-01-12,9:00p,NYK,New York Knicks,125,UTA,Utah Jazz,131,,19911,0
2010-11,2011-01-12,7:30p,SAC,Sacramento Kings,95,BOS,Boston Celtics,119,,18624,0
2010-11,2011-01-12,7:00p,ATL,Atlanta Hawks,104,TOR,Toronto Raptors,101,,14186,0
2010-11,2011-01-12,7:30p,MEM,Memphis Grizzlies,107,DET,Detroit Pistons,99,,13068,0
2010-11,2011-01-12,8:00p,ORL,Orlando Magic,89,NOL,New Orleans Hornets,92,OT,13688,0
2010-11,2011-01-12,10:30p,MIA,Miami Heat,105,LAC,Los Angeles Clippers,111,,19803,0
2010-11,2011-01-12,8:00p,SAS,San Antonio Spurs,91,MIL,Milwaukee Bucks,84,,14061,0
2010-11,2011-01-12,7:00p,DAL,Dallas Mavericks,89,IND,Indiana Pacers,102,,11204,0
2010-11,2011-01-12,8:30p,OKC,Oklahoma City Thunder,118,HOU,Houston Rockets,112,,16158,0
2010-11,2011-01-12,7:00p,CHI,Chicago Bulls,91,CHA,Charlotte Bobcats,96,,12468,0
2010-11,2011-01-13,10:30p,MIA,Miami Heat,102,DEN,Denver Nuggets,130,,19155,0
2010-11,2011-01-13,8:00p,WAS,Washington Wizards,97,MIN,Minnesota Timberwolves,109,,11437,0
2010-11,2011-01-13,8:00p,ORL,Orlando Magic,124,OKC,Oklahoma City Thunder,125,,18203,0
2010-11,2011-01-14,10:30p,LAC,Los Angeles Clippers,112,GSW,Golden State Warriors,122,,19273,0
2010-11,2011-01-14,10:30p,POR,Portland Trail Blazers,111,PHX,Phoenix Suns,115,,17412,0
2010-11,2011-01-14,10:30p,NJN,New Jersey Nets,88,LAL,Los Angeles Lakers,100,,18997,0
2010-11,2011-01-14,9:00p,CLE,Cleveland Cavaliers,99,UTA,Utah Jazz,121,,19911,0
2010-11,2011-01-14,7:30p,CHA,Charlotte Bobcats,94,BOS,Boston Celtics,99,,18624,0
2010-11,2011-01-14,7:00p,DET,Detroit Pistons,101,TOR,Toronto Raptors,95,,16924,0
2010-11,2011-01-14,7:30p,SAC,Sacramento Kings,93,NYK,New York Knicks,83,,19763,0
2010-11,2011-01-14,7:00p,CHI,Chicago Bulls,99,IND,Indiana Pacers,86,,18165,0
2010-11,2011-01-14,8:00p,DAL,Dallas Mavericks,89,SAS,San Antonio Spurs,101,,18581,0
2010-11,2011-01-14,8:30p,NOL,New Orleans Hornets,110,HOU,Houston Rockets,105,OT,13616,0
2010-11,2011-01-14,7:00p,MIL,Milwaukee Bucks,94,PHI,Philadelphia 76ers,95,,12650,0
2010-11,2011-01-15,8:00p,MIA,Miami Heat,96,CHI,Chicago Bulls,99,,23017,0
2010-11,2011-01-15,9:00p,CLE,Cleveland Cavaliers,99,DEN,Denver Nuggets,127,,17668,0
2010-11,2011-01-15,7:00p,TOR,Toronto Raptors,95,WAS,Washington Wizards,98,,14652,0
2010-11,2011-01-15,7:30p,SAC,Sacramento Kings,106,DET,Detroit Pistons,110,,18784,0
2010-11,2011-01-15,7:00p,HOU,Houston Rockets,112,ATL,Atlanta Hawks,106,,13420,0
2010-11,2011-01-15,10:00p,NJN,New Jersey Nets,89,POR,Portland Trail Blazers,96,,20441,0
2010-11,2011-01-15,8:00p,DAL,Dallas Mavericks,70,MEM,Memphis Grizzlies,89,,15812,0
2010-11,2011-01-15,8:00p,ORL,Orlando Magic,108,MIN,Minnesota Timberwolves,99,,17391,0
2010-11,2011-01-15,7:00p,NOL,New Orleans Hornets,88,CHA,Charlotte Bobcats,81,,17486,0
2010-11,2011-01-16,3:30p,LAL,Los Angeles Lakers,92,LAC,Los Angeles Clippers,99,,19905,0
2010-11,2011-01-16,9:00p,DEN,Denver Nuggets,97,SAS,San Antonio Spurs,110,,18581,0
2010-11,2011-01-17,4:00p,NJN,New Jersey Nets,100,GSW,Golden State Warriors,109,,18563,0
2010-11,2011-01-17,10:30p,OKC,Oklahoma City Thunder,94,LAL,Los Angeles Lakers,101,,18997,0
2010-11,2011-01-17,8:00p,ORL,Orlando Magic,106,BOS,Boston Celtics,109,,18624,0
2010-11,2011-01-17,1:00p,UTA,Utah Jazz,101,WAS,Washington Wizards,108,,14925,0
2010-11,2011-01-17,1:00p,PHX,Phoenix Suns,129,NYK,New York Knicks,121,,19763,0
2010-11,2011-01-17,3:30p,DAL,Dallas Mavericks,89,DET,Detroit Pistons,103,,12660,0
2010-11,2011-01-17,4:00p,SAC,Sacramento Kings,98,ATL,Atlanta Hawks,100,,14820,0
2010-11,2011-01-17,10:00p,MIN,Minnesota Timberwolves,102,POR,Portland Trail Blazers,113,,20239,0
2010-11,2011-01-17,3:00p,TOR,Toronto Raptors,81,NOL,New Orleans Hornets,85,,15155,0
2010-11,2011-01-17,3:30p,IND,Indiana Pacers,107,LAC,Los Angeles Clippers,114,,15863,0
2010-11,2011-01-17,1:00p,CHI,Chicago Bulls,96,MEM,Memphis Grizzlies,84,,18119,0
2010-11,2011-01-17,3:00p,MIL,Milwaukee Bucks,84,HOU,Houston Rockets,93,,16186,0
2010-11,2011-01-17,2:00p,CHA,Charlotte Bobcats,92,PHI,Philadelphia 76ers,96,OT,13508,0
2010-11,2011-01-18,8:00p,CHA,Charlotte Bobcats,83,CHI,Chicago Bulls,82,,21263,0
2010-11,2011-01-18,7:30p,ATL,Atlanta Hawks,93,MIA,Miami Heat,89,OT,19600,0
2010-11,2011-01-19,10:30p,IND,Indiana Pacers,108,GSW,Golden State Warriors,110,,18185,0
2010-11,2011-01-19,9:00p,OKC,Oklahoma City Thunder,107,DEN,Denver Nuggets,112,,16872,0
2010-11,2011-01-19,7:00p,UTA,Utah Jazz,95,NJN,New Jersey Nets,103,,13251,0
2010-11,2011-01-19,7:30p,DET,Detroit Pistons,82,BOS,Boston Celtics,86,,18624,0
2010-11,2011-01-19,7:00p,PHI,Philadelphia 76ers,98,ORL,Orlando Magic,99,OT,18846,0
2010-11,2011-01-19,8:00p,MEM,Memphis Grizzlies,102,NOL,New Orleans Hornets,103,OT,15951,0
2010-11,2011-01-19,10:30p,MIN,Minnesota Timberwolves,111,LAC,Los Angeles Clippers,126,,17793,0
2010-11,2011-01-19,8:00p,WAS,Washington Wizards,87,MIL,Milwaukee Bucks,100,,14007,0
2010-11,2011-01-19,7:00p,PHX,Phoenix Suns,106,CLE,Cleveland Cavaliers,98,,20562,0
2010-11,2011-01-19,8:30p,TOR,Toronto Raptors,95,SAS,San Antonio Spurs,104,,18581,0
2010-11,2011-01-19,9:00p,LAL,Los Angeles Lakers,100,DAL,Dallas Mavericks,109,,20365,0
2010-11,2011-01-19,8:30p,NYK,New York Knicks,89,HOU,Houston Rockets,104,,15903,0
2010-11,2011-01-19,10:00p,POR,Portland Trail Blazers,94,SAC,Sacramento Kings,90,OT,12722,0
2010-11,2011-01-20,8:00p,DAL,Dallas Mavericks,77,CHI,Chicago Bulls,82,,21397,0
2010-11,2011-01-20,10:30p,LAC,Los Angeles Clippers,93,POR,Portland Trail Blazers,108,,20630,0
2010-11,2011-01-20,7:00p,PHI,Philadelphia 76ers,97,CHA,Charlotte Bobcats,100,,14326,0
2010-11,2011-01-21,10:30p,SAC,Sacramento Kings,112,GSW,Golden State Warriors,119,OT,18428,0
2010-11,2011-01-21,10:30p,LAL,Los Angeles Lakers,107,DEN,Denver Nuggets,97,,19155,0
2010-11,2011-01-21,7:00p,DET,Detroit Pistons,74,NJN,New Jersey Nets,89,,13316,0
2010-11,2011-01-21,7:30p,UTA,Utah Jazz,86,BOS,Boston Celtics,110,,18624,0
2010-11,2011-01-21,7:00p,TOR,Toronto Raptors,72,ORL,Orlando Magic,112,,19047,0
2010-11,2011-01-21,7:00p,PHX,Phoenix Suns,109,WAS,Washington Wizards,91,,15716,0
2010-11,2011-01-21,7:30p,NOL,New Orleans Hornets,100,ATL,Atlanta Hawks,59,,14875,0
2010-11,2011-01-21,7:30p,MIL,Milwaukee Bucks,102,CLE,Cleveland Cavaliers,88,,20562,0
2010-11,2011-01-21,8:00p,NYK,New York Knicks,92,SAS,San Antonio Spurs,101,,18581,0
2010-11,2011-01-21,8:00p,HOU,Houston Rockets,110,MEM,Memphis Grizzlies,115,,13458,0
2010-11,2011-01-22,8:00p,CLE,Cleveland Cavaliers,79,CHI,Chicago Bulls,92,,21389,0
2010-11,2011-01-22,7:00p,DAL,Dallas Mavericks,87,NJN,New Jersey Nets,86,,14051,0
2010-11,2011-01-22,7:30p,TOR,Toronto Raptors,103,MIA,Miami Heat,120,,20025,0
2010-11,2011-01-22,7:00p,BOS,Boston Celtics,83,WAS,Washington Wizards,85,,20278,0
2010-11,2011-01-22,7:30p,PHX,Phoenix Suns,74,DET,Detroit Pistons,75,,21326,0
2010-11,2011-01-22,10:00p,IND,Indiana Pacers,92,POR,Portland Trail Blazers,97,,20563,0
2010-11,2011-01-22,8:00p,SAS,San Antonio Spurs,72,NOL,New Orleans Hornets,96,,18023,0
2010-11,2011-01-22,10:30p,GSW,Golden State Warriors,109,LAC,Los Angeles Clippers,113,,19373,0
2010-11,2011-01-22,8:30p,MEM,Memphis Grizzlies,94,MIL,Milwaukee Bucks,81,,16157,0
2010-11,2011-01-22,8:30p,ORL,Orlando Magic,118,HOU,Houston Rockets,104,,18052,0
2010-11,2011-01-22,8:00p,NYK,New York Knicks,98,OKC,Oklahoma City Thunder,101,,18203,0
2010-11,2011-01-22,7:00p,ATL,Atlanta Hawks,103,CHA,Charlotte Bobcats,87,,17286,0
2010-11,2011-01-22,7:30p,UTA,Utah Jazz,85,PHI,Philadelphia 76ers,96,,14036,0
2010-11,2011-01-23,8:00p,IND,Indiana Pacers,107,DEN,Denver Nuggets,121,,17047,0
2010-11,2011-01-24,8:00p,MIL,Milwaukee Bucks,83,CHI,Chicago Bulls,92,,21126,0
2010-11,2011-01-24,10:30p,SAS,San Antonio Spurs,113,GSW,Golden State Warriors,102,,18523,0
2010-11,2011-01-24,7:00p,CLE,Cleveland Cavaliers,101,NJN,New Jersey Nets,103,,10197,0
2010-11,2011-01-24,7:00p,DET,Detroit Pistons,103,ORL,Orlando Magic,96,,19098,0
2010-11,2011-01-24,7:00p,MEM,Memphis Grizzlies,100,TOR,Toronto Raptors,98,,14127,0
2010-11,2011-01-24,7:30p,WAS,Washington Wizards,106,NYK,New York Knicks,115,,19763,0
2010-11,2011-01-24,10:00p,SAC,Sacramento Kings,96,POR,Portland Trail Blazers,81,,20488,0
2010-11,2011-01-24,8:00p,OKC,Oklahoma City Thunder,89,NOL,New Orleans Hornets,91,,17233,0
2010-11,2011-01-24,8:00p,HOU,Houston Rockets,129,MIN,Minnesota Timberwolves,125,,11983,0
2010-11,2011-01-24,7:00p,PHX,Phoenix Suns,95,PHI,Philadelphia 76ers,105,,14881,0
2010-11,2011-01-25,10:30p,UTA,Utah Jazz,91,LAL,Los Angeles Lakers,120,,18997,0
2010-11,2011-01-25,7:30p,CLE,Cleveland Cavaliers,95,BOS,Boston Celtics,112,,18624,0
2010-11,2011-01-25,7:00p,DEN,Denver Nuggets,120,WAS,Washington Wizards,109,,16121,0
2010-11,2011-01-25,8:30p,LAC,Los Angeles Clippers,105,DAL,Dallas Mavericks,112,,20335,0
2010-11,2011-01-25,10:00p,CHA,Charlotte Bobcats,94,SAC,Sacramento Kings,89,,13984,0
2010-11,2011-01-26,10:30p,NOL,New Orleans Hornets,112,GSW,Golden State Warriors,103,,18108,0
2010-11,2011-01-26,9:00p,CHA,Charlotte Bobcats,114,PHX,Phoenix Suns,107,,16986,0
2010-11,2011-01-26,9:30p,SAS,San Antonio Spurs,112,UTA,Utah Jazz,105,,19911,0
2010-11,2011-01-26,7:00p,MEM,Memphis Grizzlies,88,NJN,New Jersey Nets,93,,8866,0
